AUC,F1 Macro,Precision Macro,Recall Macro,Accuracy,MCC,model_type
0.41564039408867,0.4682099254796258,0.4678688524590164,0.4698275862068966,0.5465116279069767,-0.062272763845964495,Classical_orig
0.3245614035087719,0.6172954510169228,0.6163793103448276,0.618421052631579,0.6588235294117647,0.23479148566821317,Classical_orig
0.5233990147783252,0.48652978010776177,0.49047619047619045,0.4895320197044335,0.5232558139534884,-0.019969481759321315,Classical_orig
0.5213032581453634,0.49404761904761907,0.49404761904761907,0.49404761904761907,0.5529411764705883,-0.011904761904761904,Classical_orig
0.47290640394088673,0.43453401943967984,0.444078947368421,0.437192118226601,0.46511627906976744,-0.11852903209472748,Classical_orig
0.4849624060150376,0.4668458781362007,0.47058823529411764,0.46804511278195493,0.5058823529411764,-0.06131393394849658,Classical_orig
0.5357142857142857,0.5141242937853108,0.5147435897435897,0.5141625615763546,0.5813953488372093,0.028900311250926073,Q_1body
0.6672932330827067,0.5990566037735849,0.5997732426303855,0.6102756892230576,0.6235294117647059,0.20978620638245132,Q_1body
0.43103448275862066,0.5520833333333333,0.5544444444444444,0.5603448275862069,0.5813953488372093,0.11463752636945407,Q_1body
0.6040100250626567,0.584419817470665,0.5898224043715847,0.5823934837092731,0.6470588235294118,0.172055581848633,Q_1body
0.564039408866995,0.5500237830981449,0.5524590163934426,0.5492610837438424,0.6162790697674418,0.10166981852402367,Q_1body
0.33145363408521306,0.6495648190563446,0.6469534050179211,0.6541353383458646,0.6823529411764706,0.3010030750906984,Q_1body
0.5320197044334976,0.5169361702127659,0.5274941084053417,0.521551724137931,0.6162790697674418,0.04868451251764961,Q_2body
0.6716791979949874,0.6172954510169228,0.6163793103448276,0.618421052631579,0.6588235294117647,0.23479148566821317,Q_2body
0.6545566502463055,0.645766590389016,0.6445856019358742,0.6471674876847291,0.686046511627907,0.2917416651236974,Q_2body
0.699248120300752,0.6102766798418973,0.6114303959131545,0.6093358395989975,0.6588235294117647,0.2207562990631384,Q_2body
0.6434729064039408,0.6160714285714286,0.6140046296296297,0.6213054187192117,0.6511627906976745,0.2351967630147225,Q_2body
0.6203007518796991,0.5617777777777778,0.5882352941176471,0.5639097744360901,0.6588235294117647,0.15018785229652765,Q_2body
0.48275862068965514,0.4462121212121212,0.4560810810810811,0.47598522167487683,0.6046511627906976,-0.06495238570266361,SHAP50
0.5554511278195489,0.44232804232804235,0.47619047619047616,0.49185463659147866,0.6352941176470588,-0.02785226913645723,SHAP50
0.7321428571428571,0.4625,0.5914634146341464,0.518472906403941,0.6744186046511628,0.08220936924515168,SHAP50
0.68796992481203,0.5827489481065918,0.6082089552238805,0.581766917293233,0.6705882352941176,0.18812668808202843,SHAP50
0.5751231527093597,0.48765957446808506,0.49371563236449334,0.49507389162561577,0.5930232558139535,-0.011127888575462768,SHAP50
0.5488721804511277,0.46105072463768115,0.5895061728395061,0.518170426065163,0.6705882352941176,0.08065643919628337,SHAP50
