AUC,F1 Macro,Precision Macro,Recall Macro,Accuracy,MCC,model_type
0.45935960591133,0.47878787878787876,0.47865662272441933,0.479064039408867,0.5465116279069767,-0.04227737482499312,Classical_orig
0.5056390977443609,0.5457321728508169,0.5454002389486261,0.5476190476190476,0.5882352941176471,0.09299281994671985,Classical_orig
0.5369458128078818,0.42844483828090385,0.43253287592910233,0.4273399014778325,0.47674418604651164,-0.1400309663181501,Classical_orig
0.6077694235588973,0.5878787878787879,0.5866745283018868,0.5921052631578947,0.6235294117647059,0.1786972886009374,Classical_orig
0.5671182266009852,0.48809523809523814,0.4895833333333333,0.48891625615763545,0.5348837209302325,-0.021490059564796982,Classical_orig
0.4724310776942356,0.4457325025358644,0.45624303232998886,0.4508145363408521,0.47058823529411764,-0.09278376459635256,Classical_orig
0.6557881773399015,0.6570669029685423,0.6538021726700972,0.6656403940886699,0.686046511627907,0.3192231350812066,Q_1body
0.7180451127819549,0.6909090909090909,0.6928480204342273,0.6892230576441103,0.7294117647058823,0.3820538814731679,Q_1body
0.17672413793103445,0.718452380952381,0.7135416666666667,0.7272167487684729,0.7441860465116279,0.44054622107833813,Q_1body
0.7412280701754386,0.7014687100893997,0.7059973924380705,0.6979949874686717,0.7411764705882353,0.4039131150846914,Q_1body
0.7629310344827586,0.6557881773399015,0.6557881773399015,0.6557881773399015,0.6976744186046512,0.31157635467980294,Q_1body
0.7449874686716793,0.6909090909090909,0.6928480204342273,0.6892230576441103,0.7294117647058823,0.3820538814731679,Q_1body
0.6108374384236454,0.6052459016393442,0.6171875,0.6016009852216748,0.6744186046511628,0.21823258652790628,Q_2body
0.7023809523809524,0.6371541501976284,0.6385696040868454,0.6359649122807017,0.6823529411764706,0.27452215986648154,Q_2body
0.7764778325123153,0.6926184926184926,0.694601381042059,0.6908866995073891,0.7325581395348837,0.38547018222787843,Q_2body
0.643796992481203,0.5842469219092596,0.5974702380952381,0.5820802005012531,0.6588235294117647,0.17888964962525947,Q_2body
0.7432266009852216,0.6760828625235404,0.6801282051282052,0.6730295566502462,0.7209302325581395,0.35308641137000985,Q_2body
0.7017543859649122,0.6702648001349301,0.6923363095238095,0.661967418546366,0.7294117647058823,0.35299980479488224,Q_2body
0.8041871921182264,0.6839895013123359,0.736999147485081,0.6711822660098522,0.7558139534883721,0.40284017232098057,SHAP50
0.7305764411027569,0.791374474053296,0.8548922056384742,0.768170426065163,0.8352941176470589,0.6169978735563845,SHAP50
0.8035714285714285,0.7277974306460622,0.8519494204425712,0.7056650246305418,0.8023255813953488,0.5380843287962448,SHAP50
0.7669172932330827,0.7019635343618513,0.7491708126036485,0.68828320802005,0.7647058823529411,0.4331959369245176,SHAP50
0.7444581280788177,0.6839895013123359,0.736999147485081,0.6711822660098522,0.7558139534883721,0.40284017232098057,SHAP50
0.7738095238095238,0.7096994535519126,0.7423076923076923,0.6973684210526316,0.7647058823529411,0.43737346348253053,SHAP50
