AUC,F1 Macro,Precision Macro,Recall Macro,Accuracy,qc,model_type,num_steps,h_scale,theta_j
0.5471014492753623,0.47649572649572647,0.49425287356321834,0.4963768115942029,0.6,Classical,Classical_orig,,,
0.5533596837944663,0.5521783181357649,0.5541666666666667,0.5513833992094861,0.6176470588235294,Classical,Classical_orig,,,
0.7233201581027667,0.6222222222222222,0.656084656084656,0.616600790513834,0.7058823529411765,Classical,Classical_orig,,,
0.6679841897233202,0.5252416756176155,0.5336538461538461,0.5276679841897234,0.6176470588235294,Classical,Classical_orig,,,
0.6324110671936759,0.6458333333333333,0.6577777777777778,0.6403162055335968,0.7058823529411765,Classical,Classical_orig,,,
0.6050724637681159,0.5790934320074006,0.5814393939393939,0.5778985507246377,0.6285714285714286,Classical,Classical_orig,,,
0.83399209486166,0.6640316205533596,0.6640316205533596,0.6640316205533596,0.7058823529411765,Classical,Classical_orig,,,
0.3675889328063241,0.3952569169960475,0.3952569169960475,0.3952569169960475,0.47058823529411764,Classical,Classical_orig,,,
0.6047430830039525,0.5729468599033817,0.571969696969697,0.575098814229249,0.6176470588235294,Classical,Classical_orig,,,
0.7233201581027668,0.6386473429951691,0.6363636363636364,0.642292490118577,0.6764705882352942,Classical,Classical_orig,,,
0.5543478260869565,0.6195652173913043,0.6195652173913043,0.6195652173913043,0.6571428571428571,Classical,Classical_orig,,,
0.5928853754940712,0.5729468599033817,0.571969696969697,0.575098814229249,0.6176470588235294,Classical,Classical_orig,,,
0.6363636363636364,0.5096153846153846,0.5448275862068965,0.525691699604743,0.6470588235294118,Classical,Classical_orig,,,
0.675889328063241,0.7235772357723578,0.7256944444444444,0.7569169960474309,0.7352941176470589,Classical,Classical_orig,,,
0.6007905138339921,0.59828141783029,0.6153846153846154,0.5948616600790514,0.6764705882352942,Classical,Classical_orig,,,
0.6920289855072463,0.65,0.6828703703703703,0.6431159420289855,0.7142857142857143,Classical,Classical_orig,,,
0.6482213438735178,0.5296442687747036,0.5296442687747036,0.5296442687747036,0.5882352941176471,Classical,Classical_orig,,,
0.5059288537549407,0.5521783181357649,0.5541666666666667,0.5513833992094861,0.6176470588235294,Classical,Classical_orig,,,
0.541501976284585,0.575,0.5822222222222222,0.5731225296442688,0.6470588235294118,Classical,Classical_orig,,,
0.6521739130434783,0.5968379446640316,0.5968379446640316,0.5968379446640316,0.6470588235294118,Classical,Classical_orig,,,
0.677536231884058,0.668560606060606,0.6799999999999999,0.6630434782608696,0.7142857142857143,Classical,Classical_orig,,,
0.6383399209486167,0.6222222222222222,0.656084656084656,0.616600790513834,0.7058823529411765,Classical,Classical_orig,,,
0.6284584980237153,0.5968379446640316,0.5968379446640316,0.5968379446640316,0.6470588235294118,Classical,Classical_orig,,,
0.5434782608695652,0.5096153846153846,0.5448275862068965,0.525691699604743,0.6470588235294118,Classical,Classical_orig,,,
0.4703557312252965,0.575,0.5822222222222222,0.5731225296442688,0.6470588235294118,Classical,Classical_orig,,,
0.5138888888888888,0.5418181818181818,0.5461538461538462,0.5416666666666666,0.6111111111111112,QC,Q_1body,,,
0.5666666666666667,0.37037037037037035,0.3333333333333333,0.4166666666666667,0.5882352941176471,QC,Q_1body,,,
0.5833333333333333,0.5296442687747036,0.5303030303030303,0.5333333333333333,0.5882352941176471,QC,Q_1body,,,
0.6,0.48484848484848486,0.4928571428571428,0.4916666666666667,0.5294117647058824,QC,Q_1body,,,
