q1_z_1,q1_z_4,q1_z_2,q1_z_8,q1_z_9,q1_z_3,q1_z_0,q1_z_7,q1_z_6,q1_z_5,q2_z_2_3,q2_z_0_8,q2_z_7_8,q2_z_1_4,q2_z_3_9,q2_z_5_9,q2_z_3_6,q2_z_4_5,q2_z_4_9,q2_z_2_5,q2_z_0_1,q2_z_2_4,q2_z_5_7,q2_z_3_4,q2_z_0_4,q2_z_2_6,q2_z_8_9,q2_z_3_8,q2_z_0_7,q2_z_2_8,q2_z_4_7,q2_z_1_7,q2_z_3_7,q2_z_4_6,q2_z_0_6,q2_z_4_8,q2_z_0_9,q2_z_1_2,q2_z_0_2,q2_z_5_6,q2_z_2_9,q2_z_1_5,q2_z_0_3,q2_z_2_7,q2_z_3_5,q2_z_1_6,q2_z_6_9,q2_z_1_8,q2_z_6_7,q2_z_5_8,q2_z_7_9,q2_z_1_3,q2_z_6_8,q2_z_0_5,q2_z_1_9,y,split,set
2.418799403004472,0.3768844165588325,-1.7339354355681869,2.533497399013031,2.8759643238666874,2.240686799304016,-1.0000045779000604,1.6336311235881273,2.745761012441431,2.1954123036511417,-5.4371139354769715,-2.154478011201948,2.360076542945432,0.6857810163574147,4.532078809198377,4.7819159527019055,3.837492603598044,-0.09143205433644003,0.6947587885662408,-3.429380990993607,-2.48818772314622,-2.01241580597173,2.1280136680832173,-1.1820306200739752,-0.3030090090165945,-4.740085615584501,3.9990269075120732,4.037153333951311,-1.4485619286048248,-3.506801476467663,0.41914780861097595,2.445251016718458,3.04799380211082,-1.1182656554040797,-2.5190343198716256,0.7653883921910868,-2.396862193016473,-3.928133888799455,1.269428841051001,4.5433858905829725,-4.569727355533229,3.5915674959211388,-1.9819779999504554,-2.4480023222615657,3.9988552300475644,4.725536396968885,4.7075544898357355,3.721991950485544,3.570929357159611,3.672047725259176,3.129553068656131,3.941606586671788,4.945364312582059,-1.9948684436631787,4.555768258468122,1,18,train
0.13897979703805624,0.6923011336291093,0.34306542868748596,0.4889486852606802,0.6313466627213347,0.6065584375504652,-0.47451359817840727,1.0516473793413326,0.619003968835227,-0.8159913707442872,-0.265566100227963,-0.1668813494825626,-0.2470327433160469,-0.19603167380504194,-0.05118830576858865,-0.8496584533483709,-0.22031804359230545,-1.3795733509082868,-0.17904854442178983,-0.860208575796763,0.1520997071171161,-0.31659072186969767,-0.6538973454562611,0.18526796903437845,-0.49895878027713053,-0.3608055638123079,-0.45032821932992007,-0.2940788462650946,-0.4026242090042701,-0.36233125074109374,0.24006953832081007,-0.6353101465460086,0.31265651363485036,0.006948418972147703,-0.3798960662113903,-0.4946052093629032,-0.222002095704624,-0.35495410982097386,-0.555859665384546,-0.9428330153884298,-0.8753534590921003,-0.566970355184009,-0.5955291574683547,-0.12152598185761124,-1.0953057193656517,-0.27809801473373,-0.3340502495774692,-0.5021644292865967,0.18336657745144758,-0.6566348777412877,-0.16472323890427332,-0.17682417802007003,-0.35253169702074605,0.3274388051308108,-0.4445947202393706,1,18,train
0.2500849297338879,1.2068356665035271,0.8273402415968398,-0.187169404237622,0.6715135050786725,1.195107686552247,2.375876867584499,-1.1382621130689776,1.3120634975868386,1.328383224552217,0.4286761432692119,-0.37284991546384605,-0.11300224932913837,-0.22447724445544376,0.13059993316639917,0.3504228961325288,0.9275394620935172,1.2124182824375023,0.06043939128604079,0.13817448710356484,0.45863462549134243,0.19122503133668015,-1.1471046765419457,0.6175254264895984,2.5268702456995187,0.28366295444494755,-0.44511820161699034,-0.625004451045674,-2.075341086417891,-0.5708721889882394,-1.805899699744335,-0.7151651717153766,-1.6263671537418558,0.7901856668222669,2.736430103708223,-0.8052885631707363,1.3971931965248023,0.0033235403541289985,1.4636945800951393,1.0808353889179922,-0.02816757282548465,-0.07847696916555527,2.7655589455185567,-1.0095895311515939,1.1626695150470001,-0.13752768343506122,0.6452155589318194,-0.22563047273604858,-1.7995970009143063,-0.6013026517442317,-1.1805793689889796,-0.1733041517254616,-0.7024392474224198,2.5797267398908104,-0.22027937166183817,1,18,train
0.3337745102060728,1.6878902126498152,0.9795408970826367,0.09218477645329326,0.8605339397014391,1.538702080522561,2.4475347284556332,-1.0557314109508504,1.6831754649275183,1.6401077262349408,0.7776535277009469,0.3634877079192423,-0.5021230383233889,0.00715097369782827,0.42256286236501595,0.9724834121478574,1.6531082533129837,2.500559579009349,0.8306843736977122,0.4510011801456676,0.5853357250860226,0.8527831685413191,-1.4324999299229877,0.7904284094716864,3.5385179019748443,0.8155435990307547,-0.05957689086018998,-0.32814471734544837,-1.891224708810303,-0.14152319847941003,-2.052132321393313,-0.776592114153352,-2.0125792599749985,1.5513598936061854,3.3892573250747824,-0.2932363689319002,1.8572597555715398,-0.07025133423540106,1.63367710175876,2.07728047773047,-0.06570112474868915,0.1086730943090471,3.3285412027688643,-1.0627482647360926,1.9983313775025238,0.13691915386233972,0.774349511702275,-0.2015840417316531,-1.9347990630756078,-0.2905909211453784,-1.2579779312811477,0.22445881956529054,-0.5545909866893182,3.264360032667598,-0.08008227880088042,1,18,train
0.1707241206654367,1.5328250109616346,1.5007128385946078,1.2136501105313153,0.7565727006589175,1.4696544032653687,-0.5843889848474803,0.17796029140115685,1.3596419549382077,0.42655699177708134,1.0041175750449451,-0.5839676955946616,-0.16056145687288012,-0.22447724445544376,0.5988423667868223,0.031135197646784893,1.1617177492066784,-0.08095936086837623,0.6882861416552184,0.21804513213559107,0.0253986075224359,1.2674217193245083,-0.22441905153333364,0.6584761329853561,-0.6721236944143484,1.1300131772165238,0.5031050221362213,0.7619631572258716,-0.10098673930673188,0.6803734404946348,0.029652570729865154,-0.43260123650068977,-0.06559245638729973,1.1027451319267745,-0.7494209084943484,1.0875785368806916,-0.42514836853045607,-0.2110032682327629,-0.7582198102221898,-0.18107190502213408,0.5294737700335536,-0.24659482279528283,-0.788791723390102,-0.012081530360113387,0.12864347311971103,-0.22789432498420545,0.24705253788958112,-0.221622734235316,-0.1583941907896199,0.19888646267473306,-0.28565849248578595,-0.1873842569038953,0.8450392149173765,-0.07711723151001816,-0.06606256951478465,1,18,train
1.9022326821589168,1.4306229462126063,0.5875089056798264,1.6043411023671605,1.600076390163013,1.2789512946502664,-0.5318398868753149,1.8798002868025416,1.6213234703707384,1.3080848849077604,0.4992141252288179,-0.8620252596693943,1.8326016956421143,2.124314160677736,0.9348751720908908,1.0935925391596912,1.4189299661998225,1.5632535136176393,1.2902423043803062,-0.0015991417024810767,-0.7961149737204906,0.2890610938810282,1.443619225509262,0.6675762899844133,-0.5764272944964122,0.2254278473735088,1.6597289544066225,1.2048194812704702,-0.6690053510748234,0.06292870176288969,2.339762257473005,2.1166168746752896,2.0605649119477336,1.3491155338326806,-0.7658442348180354,1.6686714764101571,-0.6402444221107488,0.27523068557630526,-0.3494523176501493,1.2154901306494081,0.3847014983297648,1.5360888326746587,-0.6417441188844246,0.28185499651888085,1.1922131162449228,2.0714346655440194,1.6890483438263357,1.633960191603869,2.474290408517944,0.986306601863608,2.0217861458494752,1.7838304680768233,1.741985330031526,-0.7656404861775828,1.7050940369619816,1,18,train
2.244205623053879,2.0315006027543068,1.3731102688438892,2.1266119619197417,2.2403831124476348,1.9825800057473686,-0.6417152735443878,2.443285770229756,1.9432710317816702,2.156265505765404,1.4013577892385158,-1.1864257510899157,3.129670992289616,3.603483834498631,3.077772897718474,3.8350627778821136,2.7664148641788318,3.668264900698462,3.503887547949984,1.575846097680037,-1.3519649590390876,1.9848861779830602,3.269594681607386,1.0065571381992964,-1.3875682080865381,1.7317759502880576,2.8007228335382344,2.8886468232422415,-1.4015534917688448,1.334619521269994,4.412593236081675,3.501794426651635,4.298206187236663,2.1728016536375008,-1.1271574139391503,3.250855222653752,-1.3572312673783915,1.6891478407316218,-0.7622670131189427,3.1083510715595977,1.7251854955870682,3.3124284181963084,-1.2593440578082695,1.9923154242083472,3.467070408484959,3.1424467135338765,2.851253918760436,2.6559335092906773,3.8976676740494223,3.1272381154420086,3.642318543841745,3.293921748463838,2.9494127926851887,-1.1001772087844224,3.06967907414197,1,18,train
0.296258491373714,-0.3949173827527945,-0.13198510207121347,0.13469519525408472,0.18478588592504872,-0.3518890824719897,2.1481641097051156,1.2494364757968448,-0.5561839277435925,-0.4346725617091414,0.001735726145280793,0.43042749186315943,-0.19514997145014681,-0.20415897970515673,-0.4147647836385643,-0.4533013104005507,-0.2894198332322546,-0.7407390493563952,-0.25672030735405926,-0.5673495440126669,0.6425555765158782,-0.27000212065810336,-0.5430642373471185,0.23986891102872201,-0.3987054089345307,-0.5316285445551948,-0.39822804220062274,-0.37194369444876035,2.519733614299152,-0.5013585429058576,-0.5657826779849364,-0.1807507725049906,-0.4916202436754056,-0.05188630387105374,-0.8890191822456882,-0.3450169278998724,0.6144825571076258,-0.3869431857294652,-0.3373107089598907,-0.6581344185848648,-0.4463985799697633,-0.5352500054425509,-0.1669904243375234,-0.540541881876603,-0.6901363315084281,-0.5190757255314479,-0.38785606323182575,-0.2617001192426418,-0.8606937914608244,-0.34166682206573784,-0.3098455432020885,-0.4795464393563947,-0.7270806242112701,-0.7306308291605881,-0.416555301667179,1,18,train
0.5992724896350731,-1.906803099212557,-0.7300260615053044,-0.8997249955651739,-1.5494766017388344,-1.7607904969818418,1.0557798306473762,0.04135774996425638,-1.9597484196089843,-1.5162840884780338,0.4843640237636377,-0.8002346898750092,-0.33350402975921367,-1.1306718523182449,0.9458926411172537,1.3523256741395182,1.1924296557133225,1.6889258352344048,1.1672620130708795,0.4277055753446599,0.6016842540659814,0.44280347787928936,-0.3851270582915904,0.7108020357299354,-1.5926319221964016,0.493309339902127,0.6385654826723944,0.49430274159452076,0.04003857120120806,-0.22330395857632993,-0.5971213752857154,-0.3619602526970181,-0.43587829019845714,1.2314460881462777,-1.6403863615543697,0.44319824750148207,-1.2735828020971667,-0.5180983969542796,-0.6732285493903795,1.4924941707826065,0.030813723053836697,-1.0998722308405038,-1.3055590192243396,-0.32790694753860716,1.263961862011306,-1.0980916139759647,1.1886542768408201,-0.7145745698254234,-0.2597957374105959,0.3350888651290249,-0.24695921133970192,-0.9265897787716648,0.44584891093800233,-1.3608046554664948,-0.8651859988222438,1,18,train
-0.4959066755095532,-0.4548289379505007,-0.4302368916090377,-0.2559957965817605,-0.5145897221791875,-0.4949164139333165,-0.4904375672608816,0.13242611092219003,-0.4864021902949176,0.21777406971981522,-0.5068802490371415,-0.20807506267881928,-0.6880363041761975,-0.41140528015808436,-0.39823858009901997,-0.4422913897631113,-0.7309034892652634,-0.8873567579092884,-0.4767903023288225,-0.5939730923566756,0.16844823609707485,-0.7917944542279595,-0.17454415288421948,-0.19466358567626227,0.13446024775111381,-0.5859813111552044,-0.5284784850238661,-0.3622105884258021,-0.03439145378909358,-0.3745983647556317,-0.10465613198775926,-0.5001708731824628,-0.2288367487126487,-0.471083704128864,0.10869789191829872,-0.5578925592126469,-0.20407742457293293,-0.3005726807765386,0.21715608789525337,-0.6889126452663312,-0.17830178051830262,-0.46229320103719745,0.1691183859611677,-0.387319649780106,-0.896941539893886,-0.04716104188591702,-0.5169900160022813,-0.5262108602909922,-0.5715116029491519,-0.4565875991365466,-0.6242772025140214,-0.4302660712318767,-0.42645582738729687,-0.27550528793965545,-0.1595272980887565,1,18,train
