AUC,F1 Macro,Precision Macro,Recall Macro,Accuracy,MCC,model_type
0.47167487684729065,0.46013810420590084,0.45961538461538465,0.46120689655172414,0.5348837209302325,-0.07916172212210186,Classical_orig
0.568922305764411,0.45773524720893144,0.4833333333333333,0.4921679197994987,0.6235294117647059,-0.02285035404612841,Classical_orig
0.6151477832512315,0.5958515637660022,0.6042097998619738,0.5929802955665024,0.6627906976744186,0.1968700890647677,Classical_orig
0.5839598997493733,0.519774011299435,0.5200119474313023,0.5209899749373433,0.5647058823529412,0.04099025616072519,Classical_orig
0.5972906403940886,0.6045663548438243,0.6088524590163935,0.6022167487684729,0.6627906976744186,0.2109648734373491,Classical_orig
0.5739348370927319,0.5296442687747036,0.5300127713920817,0.5294486215538847,0.5882352941176471,0.05945871665310891,Classical_orig
0.5086206896551724,0.5034120734908136,0.5170502983802217,0.5123152709359605,0.6162790697674418,0.028981307361221627,Q_1body
0.5025062656641603,0.4590909090909091,0.46137971698113206,0.45895989974937346,0.5058823529411764,-0.07962362179157415,Q_1body
0.7038177339901477,0.6391608391608392,0.640615191462649,0.6379310344827587,0.686046511627907,0.27853329296466056,Q_1body
0.668546365914787,0.6626984126984127,0.7205615942028986,0.6525689223057644,0.7411764705882353,0.36688333148060875,Q_1body
0.687192118226601,0.6490897677338355,0.6525641025641026,0.646551724137931,0.6976744186046512,0.2990553946834959,Q_1body
0.5739348370927319,0.5355191256830601,0.5461538461538462,0.5375939849624061,0.6235294117647059,0.08330923113952962,Q_1body
0.5157019704433498,0.4798387096774194,0.4833333333333333,0.48645320197044334,0.5813953488372093,-0.03005195282568356,Q_2body
0.6672932330827067,0.5621212121212121,0.5616155660377358,0.5654761904761905,0.6,0.12703310652243507,Q_2body
0.6108374384236454,0.6340425531914894,0.6626080125687352,0.6274630541871921,0.7093023255813954,0.2879341168900991,Q_2body
0.5864661654135338,0.6324165369313268,0.6606858054226475,0.6262531328320802,0.7058823529411765,0.2848654864054634,Q_2body
0.5800492610837439,0.6117664191058687,0.6109243697478991,0.6219211822660098,0.6395348837209303,0.23258572872621297,Q_2body
0.6159147869674185,0.5842469219092596,0.5974702380952381,0.5820802005012531,0.6588235294117647,0.17888964962525947,Q_2body
0.5033866995073892,0.4798387096774194,0.4833333333333333,0.48645320197044334,0.5813953488372093,-0.03005195282568356,SHAP50
0.6196741854636593,0.6226092896174863,0.6442307692307693,0.6174812030075187,0.6941176470588235,0.2603413473110301,SHAP50
0.6157635467980295,0.5007007007007007,0.5663780663780664,0.5283251231527094,0.6627906976744186,0.08672178284139336,SHAP50
0.5733082706766918,0.5355191256830601,0.5461538461538462,0.5375939849624061,0.6235294117647059,0.08330923113952962,SHAP50
0.4926108374384236,0.4954812113524655,0.49606557377049176,0.4963054187192118,0.5697674418604651,-0.007625236389301775,SHAP50
0.5921052631578947,0.5935792349726776,0.6115384615384616,0.5908521303258145,0.6705882352941176,0.20133064192052993,SHAP50
