split,feature,mean_abs_shap
0,q1_z_0,4.7503692547458165
0,cl_10,2.3130459481231505
0,cl_0,2.2821300748991993
0,q1_z_2,1.9248046353028285
0,q1_z_5,1.896960662556518
0,q1_z_7,1.8405509369342583
0,q1_z_1,1.716997923686393
0,cl_5,1.682672245660246
0,cl_7,1.5026516268220096
0,cl_1,1.3458426038547708
0,q1_z_9,1.3158893526343887
0,q1_z_3,1.1074979606179036
0,cl_3,1.0218674851398362
0,q1_z_10,0.9363149586787811
0,q2_z_0_2,0.8204152410943492
0,q2_z_3_4,0.7846864416127002
0,cl_2,0.7139065648240246
0,q2_z_1_2,0.7056114622706925
0,q1_z_11,0.6704017517785614
0,cl_8,0.6125173525190654
0,cl_6,0.5978888762350708
0,cl_4,0.507820677580864
0,q1_z_4,0.49794434960779377
0,q2_z_0_1,0.47888640761318785
0,q1_z_6,0.42489033899505885
0,cl_9,0.3581901969828962
0,q2_z_5_6,0.31374314347688015
0,q1_z_8,0.3119025302966958
0,cl_12,0.2907269384135305
0,q2_z_7_8,0.17347129006104667
0,q2_z_11_12,0.16837989416609578
0,cl_11,0.15533446129141854
0,q1_z_12,0.13948617376213313
0,q2_z_9_10,0.12979280131917803
1,cl_1,3.454207354934596
1,cl_0,3.4185208452097062
1,q1_z_0,3.310312994984222
1,q1_z_7,1.9671473865129225
1,q2_z_0_2,1.883899315485388
1,q1_z_10,1.6442907430644855
1,q1_z_5,1.597314377341556
1,q2_z_5_6,1.3689329039927731
1,cl_10,1.318585828454294
1,cl_9,1.2484113113920374
1,q1_z_2,1.1908174617811695
1,q1_z_1,1.0673146634249948
1,q1_z_3,1.037850927101844
1,cl_6,0.9846811743856556
1,q1_z_11,0.9710551093185741
1,cl_3,0.9356601341406441
1,q2_z_7_8,0.8751550553196683
1,cl_5,0.814845715094534
1,cl_7,0.7856676566796272
1,cl_2,0.7599844440843089
1,q2_z_3_4,0.7282033740447252
1,q1_z_4,0.5714807087799069
1,q2_z_11_12,0.5509205689279061
1,q1_z_8,0.4596606592264953
1,cl_8,0.43238079045179745
1,cl_11,0.4221316023519773
1,q1_z_12,0.39917655229369514
1,q1_z_6,0.38398846194547726
1,q2_z_1_2,0.3132914353404933
1,q2_z_9_10,0.3068564938123771
1,q2_z_0_1,0.220829489925226
1,q1_z_9,0.13678533034526022
1,cl_12,0.10552860834928482
1,cl_4,0.04340082754252071
2,cl_0,3.2127125428561203
2,cl_1,1.7744564861452388
2,q1_z_7,1.672727217401771
2,q2_z_1_2,1.6087984284588128
2,q1_z_10,1.5126537588816167
2,cl_7,1.3545696215030807
2,cl_8,1.3036771228054538
2,q2_z_0_2,1.2768566710006937
2,q1_z_2,1.2263074231795257
2,cl_9,1.2021621676057648
2,q1_z_0,1.1982451060710284
2,cl_10,1.1669532760013643
2,cl_5,1.078607549390574
2,q1_z_5,1.0692591566357452
2,q1_z_12,0.9887844121765939
2,q2_z_0_1,0.912092226401935
2,q2_z_3_4,0.827135681929081
2,q1_z_1,0.7605769538140449
2,cl_6,0.6959725006267152
2,q1_z_11,0.5431188599070826
