M,fidelity
417,0.9813891824732434
418,0.9897762325138646
419,0.9823760582674218
420,0.991064401796781
421,0.9816402521377718
422,0.9890934006141916
423,0.9853435993553349
424,0.9876309252404908
425,0.9881085660937536
426,0.9818659959760748
427,0.9928144357807726
428,0.9846523759041624
429,0.9924493156861564
430,0.9907785233529827
431,0.9868764015762896
432,0.9939100688235281
433,0.9904683306785317
434,0.990582750477851
435,0.9943970980503783
436,0.9924056293935593
437,0.9913386995148865
438,0.9941109744495643
439,0.9940789350932704
440,0.9932663335407134
441,0.9914181869036193
442,0.9895391070561835
443,0.9903307266991369
444,0.989864432112577
445,0.9857480403930577
446,0.9815756980973401
447,0.9930745179691759
448,0.9915542098627657
449,0.9847158995388805
450,0.9908209017443446
451,0.9877820694233018
452,0.98160222115153
453,0.9826166842730669
454,0.9778111785975655
455,0.968964844774555
456,0.9665957515693056
457,0.9617856124535373
458,0.9539489827501266
459,0.9551720189845004
460,0.9541754196348989
461,0.9541092531127884
462,0.9625227420540359
463,0.967962247011286
464,0.978277280835902
465,0.9875014672210825
466,0.9892976150888279
467,0.9960450715622167
468,0.9941153611214156
469,0.9833928406232045
470,0.9818586225440797
471,0.9767733791498627
472,0.9720709232205821
473,0.9802846444995859
474,0.9858668082978765
475,0.989119964818503
476,0.9976621789771779
477,0.9934916354809645
478,0.9869303237130765
479,0.9841007367619414
480,0.9793898505008559
481,0.9830874143373115
482,0.9894253463811423
483,0.9933357017844686
484,0.9971477287896479
485,0.9909020197613703
486,0.9866426239717019
487,0.9868320920337476
488,0.985578304791535
489,0.9921339450456732
490,0.9963751927306977
491,0.9899562793069868
492,0.9896146811896419
493,0.9870895088422146
494,0.9849475449867825
495,0.9924740026926616
496,0.9916602902107736
497,0.9878275171804984
498,0.9841274907748089
499,0.97739455764666
500,0.9770687646875662
501,0.976383049519789
502,0.9703870560982616
503,0.9652633384771844
504,0.956700497271357
505,0.9589022978882483
506,0.9660164987409018
507,0.9662471649644238
508,0.9689714170279139
509,0.9764948265821882
510,0.9843632965094554
511,0.9943226289311857
512,0.9933501186861498
513,0.9837655212871084
514,0.9839932935927215
515,0.9863733599885105
516,0.9824349015735152
517,0.9782566457942813
518,0.9837751171762875
519,0.9932186557362277
520,0.9891890538363689
521,0.9840650909878781
522,0.9892990763815365
523,0.991476676900959
524,0.9879747824557806
525,0.9876202586546762
526,0.9896088170327181
527,0.9895638970216463
528,0.9868836471299482
529,0.9918415811655137
530,0.9965676671170189
531,0.9888479572585045
532,0.9858686423718769
533,0.9935367389979793
534,0.993890436372894
535,0.9913306332720351
536,0.9928237662391757
537,0.9912776957257755
538,0.992292023710348
539,0.9953928372209628
540,0.9921570814505754
541,0.9919181275069665
542,0.9947516418440481
543,0.9937928399974422
544,0.9944819247561624
545,0.993487063690895
546,0.9938869798837764
547,0.995177275886783
548,0.994160958958603
549,0.9949180306036468
550,0.9943418277670382
551,0.9944380756263367
552,0.9955581459894934
553,0.9944166351770137
554,0.9952256477046464
555,0.9954372458307188
556,0.99467363928793
557,0.9962369050578685
558,0.9956288439264901
559,0.9954795164970769
560,0.9960879021729249
561,0.9950144635382522
562,0.9962189064995519
563,0.9967661264551566
564,0.9952467636426795
565,0.9962081540392067
566,0.9965828297837089
567,0.996067293364611
568,0.9967880946571005
569,0.9962723273879779
570,0.9960736500178929
571,0.9969455647364518
572,0.9963402322371175
573,0.996962046752893
574,0.9973622321004846
575,0.9959295160302489
576,0.9966913206506169
577,0.9973523754313572
578,0.9967668252224644
579,0.9974282705788573
580,0.9973063855025808
581,0.9968063507242026
582,0.9971818526338041
583,0.9970523332410886
584,0.9966728177275244
585,0.9975648288933245
586,0.9973281311514248
587,0.9971458784887999
588,0.9980525742714945
589,0.997183094229142
590,0.99713575753251
591,0.9980818467029631
592,0.9971000684486767
593,0.998004405929873
594,0.998404609251055
595,0.9968218675036514
596,0.9980579001846638
597,0.9978855982112853
598,0.9971305667698821
599,0.9986364762802549
600,0.9976723240865776
601,0.9980803693494846
602,0.9985563786031482
603,0.997105497464824
604,0.998101005813528
605,0.9984368927986744
606,0.9976510081017972
607,0.9981470349617264
608,0.998594024151094
609,0.9980269614329351
610,0.9982572155835723
611,0.9987163885619252
612,0.9975751328897214
613,0.9987314115963742
614,0.9987931059494384
615,0.9972293710221073
616,0.9988928668867244
617,0.9984353825327728
618,0.9979964155149951
619,0.9988963274465191
620,0.9981351752476296
621,0.9985902880784581
622,0.9989916849234113
623,0.9982174888189179
624,0.9976366811429067
625,0.9985308530320846
626,0.9982745519221732
627,0.998109853565451
628,0.9983940856308692
629,0.9962429731636888
630,0.9964432292991522
631,0.9970232124217023
632,0.9961280437449591
633,0.9944624127430026
634,0.9915799694224873
635,0.9888135701827133
636,0.9880670565528865
637,0.9885583906901391
638,0.9850216034275214
639,0.9810855295177163
640,0.9768296579930392
641,0.9749669017641908
642,0.9779121625230985
643,0.9801150472677921
644,0.9802541161362414
645,0.9798997438968501
646,0.9827921300478487
647,0.9872906190413159
648,0.9941804746179508
649,0.997516953610129
650,0.9974951245552598
651,0.9979959503672764
652,0.9974170518936699
653,0.9949296134133704
654,0.9906568787881158
655,0.9866111827215805
656,0.9842357669218336
657,0.9878057328084143
658,0.9917423175617222
659,0.9947701370289326
660,0.9966272204849224
661,0.9980908729120783
662,0.9975261420590126
663,0.9965857803072101
664,0.9928068484434028
665,0.988515233888291
666,0.9883702557940688
667,0.9917830034912894
668,0.9957355666454616
669,0.9984494300531881
670,0.9982400598546335
671,0.9951544552887756
672,0.9938373831220747
673,0.9931916930099812
674,0.9931219820731808
675,0.9943145974725203
676,0.9969567874600982
677,0.997605970498111
678,0.997785716373561
679,0.995374127405919
680,0.992396595462822
681,0.9917156163791194
682,0.9952218917850724
683,0.9976807812366869
684,0.9982580306556929
685,0.995757940293929
686,0.992508002828684
687,0.9919767431570293
688,0.9958695068431035
689,0.9982340618800648
690,0.9977043473191987
691,0.9947193080760657
692,0.9927789686752868
693,0.9935792078028631
694,0.9974859489412549
695,0.9984380801960694
696,0.9958266188643051
697,0.9931114107023588
698,0.9938385110238553
699,0.9960422249815912
700,0.9981072323799433
701,0.9966377440137818
702,0.9940189331259223
703,0.9945321098080796
704,0.997282744890545
705,0.9972642485642985
706,0.9956725332115509
707,0.9960041898434435
708,0.996902871590643
709,0.9966555090682514
710,0.9954312876326621
711,0.9955942000996979
712,0.9968151065123587
713,0.9975164871739711
714,0.9953836823568828
715,0.9948381203157283
716,0.9965545630905513
717,0.9971996466063864
718,0.9963236841930816
719,0.9967939535867647
720,0.9967877684616744
721,0.9954237992276462
722,0.995745470258043
723,0.9967244484944839
724,0.9970670472508971
725,0.9964059114469033
726,0.9963348443643899
727,0.996063705248253
728,0.9957415823515843
729,0.9962547168270964
730,0.9970038670669972
731,0.9969159560369306
732,0.9962318812805371
733,0.996233144134169
734,0.9958019493320431
735,0.9956433977107751
736,0.9964537805663154
737,0.9968434672275004
738,0.9965541211148616
739,0.9959653789252909
740,0.9961579651478059
741,0.9956710243319666
742,0.995724097672143
743,0.9965319741419509
744,0.9967122203095574
745,0.9964440893240429
746,0.9961862953682747
747,0.9961566324147374
748,0.9955533829489217
749,0.9954427737920376
750,0.9963260184699795
751,0.9963064865830163
752,0.996246963200326
753,0.9964032936549128
754,0.9961779724631054
755,0.9955094846566371
756,0.9951018478328992
757,0.995696970108032
758,0.9958076793682715
759,0.9953926018773271
760,0.9957771602764803
761,0.99570019153404
762,0.9950743279475871
763,0.9948927647360564
764,0.9951680561048973
765,0.9955220848103975
766,0.9957529310393929
767,0.9961444703083272
768,0.9958763441110199
769,0.9943815526780635
770,0.9928497331439519
771,0.9909802192744348
772,0.9878287944102739
773,0.9840840211307351
774,0.9798501313486224
775,0.9744884437792175
776,0.9678138183411443
777,0.9604053352859504
778,0.9528882930246515
779,0.9449302100968873
780,0.9371151470710849
781,0.9317781851307538
782,0.9302040116193868
783,0.933065322772753
784,0.9417125135158451
785,0.9555640172640008
786,0.9713867402206542
787,0.9855402129450309
788,0.9944034663424305
789,0.9947973988854033
790,0.9861308184401671
791,0.9720232481823783
792,0.9593155532510038
793,0.953943560251126
794,0.9581693083371118
795,0.9703610205851116
796,0.9851572627865088
797,0.9942273757082335
798,0.9926237285412203
799,0.9824231204243898
800,0.9704642721288678
801,0.9644112856104599
802,0.9687410720530093
803,0.9812595520382841
804,0.9924652491576589
805,0.9932461502715519
806,0.9835786694950461
807,0.9722814824232878
808,0.9691097859909608
809,0.9770076435330172
810,0.9891469856229508
811,0.9938759757274106
812,0.9867939194777652
813,0.9756978975834447
814,0.9724612148753724
815,0.9813225196659315
816,0.9927913276621672
817,0.9928592875383234
818,0.9820346472029883
819,0.974470835517602
820,0.9793641901225136
821,0.9906487922472413
822,0.993337840958064
823,0.9839452322910459
824,0.9762258208815614
825,0.9807938712914943
826,0.9916862290623336
827,0.9926518926813612
828,0.9819232635688067
829,0.9772790408609641
830,0.9862598172787153
831,0.9945129108149607
832,0.98801396080982
833,0.9786431308141439
834,0.9832532679886683
835,0.9934350992500076
836,0.9912179404147375
837,0.9809076493960921
838,0.9825542320657675
839,0.992848290763515
840,0.9919714645352742
841,0.981559041218516
842,0.9831081273563569
843,0.99331753151589
844,0.990262297824841
845,0.9813058126453866
846,0.9861327509387727
847,0.9937007500230526
848,0.988091695414988
849,0.9817163766381442
850,0.9893125563013111
851,0.9928439534201045
852,0.9837729868197156
853,0.9860067805378216
854,0.9940009284991334
855,0.9893529313408999
856,0.985702949211276
857,0.9927203933187339
858,0.993404560729658
859,0.9869671463532992
860,0.9916070846474486
861,0.9949853093432806
862,0.9881915988499042
863,0.9903719971751335
864,0.9954204265988298
865,0.9896625609621259
866,0.9906524475835922
867,0.9953337396525078
868,0.9908320867882783
869,0.9917935769691352
870,0.9955641110380432
871,0.9917945253156839
872,0.9929912042244197
873,0.9959975663851709
874,0.9925404052026439
875,0.994052577706896
876,0.9959789462806109
877,0.9930765610113719
878,0.9951096100568543
879,0.9941734964767077
880,0.9930035868181258
881,0.9943451667629596
882,0.9918593131228826
883,0.9931074983936546
884,0.9926432314144935
885,0.9884851614960888
886,0.991104851045959
887,0.9898062505499833
888,0.9866912905142905
889,0.9893635077668324
890,0.9891950350058022
891,0.9893238267766044
892,0.9878956318723376
893,0.9938646163843107
894,0.9924349488197676
895,0.993745669792776
896,0.9949007829710432
897,0.9921143040953515
898,0.9924184756998207
899,0.9944345970986356
900,0.9942065520324453
901,0.9934288681068976
902,0.9953779313552797
903,0.9926498921467996
904,0.9940437442600255
905,0.9947520251661498
906,0.993750438041221
907,0.9941130798016363
908,0.9953658424915522
909,0.9938687201501658
910,0.9948681397537279
911,0.9959714964779743
912,0.9929964616001808
913,0.9949582606484874
914,0.9952112389269848
915,0.9938116941421651
916,0.9947909667157566
917,0.996040317330762
918,0.9937495083047768
919,0.9953439562323197
920,0.9959802318162501
921,0.9940016829696566
922,0.9956503944922935
923,0.9949872964888626
924,0.9944250020425397
925,0.9955745175094396
926,0.9957470951881079
927,0.9944592519599844
928,0.9968890838481608
929,0.9952494419453497
930,0.9943766210975811
931,0.9961877494326732
932,0.9951892919487826
933,0.9951135410785089
934,0.9965668484745691
935,0.9956284762496765
936,0.994960552705333
937,0.9966810028577037
938,0.9945950364760903
939,0.9958651559137349
940,0.9964737615934663
941,0.9948997697061152
942,0.9952454158897829
943,0.9967959725709427
944,0.995092375570294
945,0.9959792357412606
946,0.9962283385600483
947,0.9946787527108648
948,0.9961301115814709
949,0.9959506254155599
950,0.9954454355228544
951,0.9968320622031805
952,0.9965150008120491
953,0.9945468852932422
954,0.9967244718932001
955,0.9959914663398279
956,0.996041246506241
957,0.9970244830178622
958,0.9962104943605697
959,0.9953250730589941
960,0.9970986075830652
961,0.9954788820180251
962,0.9958771988523932
963,0.9971956415244776
964,0.9960365772168822
965,0.9958295494409666
966,0.9966183105717644
967,0.9954497222021669
968,0.9965669166755696
969,0.9973504363900851
970,0.9957362663961938
971,0.9967366542495067
972,0.9969033870396147
973,0.9957187884121159
974,0.9966871082408987
975,0.9970088337142557
976,0.9958147454421066
977,0.9973987956149728
978,0.9964827186634868
979,0.9954968134412904
980,0.9968321596878028
981,0.9970530117502086
982,0.9961965427402593
983,0.9976177003072586
984,0.9963082451452767
985,0.9962202844715802
986,0.9973792239693594
987,0.996744110721565
988,0.9961857748571383
989,0.9975431176764833
990,0.9961950572528986
991,0.9966368791444297
992,0.9973128512209425
993,0.9964170202707178
994,0.996757612521927
995,0.9978622637400563
996,0.9962413179886508
997,0.996843300519472
998,0.9971956240957418
999,0.9962903520767211
1000,0.9971552734461251
