AUC,F1 Macro,Precision Macro,Recall Macro,Accuracy,qc,model_type,num_steps,h_scale,theta_j
0.6521739130434783,0.6438482886216466,0.6477272727272727,0.6413043478260869,0.6857142857142857,Classical,Classical_orig,,,
0.7154150197628459,0.5968379446640316,0.5968379446640316,0.5968379446640316,0.6470588235294118,Classical,Classical_orig,,,
0.6640316205533596,0.6470588235294117,0.7083333333333333,0.6383399209486166,0.7352941176470589,Classical,Classical_orig,,,
0.6442687747035574,0.575,0.5822222222222222,0.5731225296442688,0.6470588235294118,Classical,Classical_orig,,,
0.6719367588932806,0.6458333333333333,0.6577777777777778,0.6403162055335968,0.7058823529411765,Classical,Classical_orig,,,
0.8260869565217392,0.6829710144927537,0.6829710144927537,0.6829710144927537,0.7142857142857143,Classical,Classical_orig,,,
0.8458498023715415,0.7984189723320159,0.7984189723320159,0.7984189723320159,0.8235294117647058,Classical,Classical_orig,,,
0.5138339920948617,0.48484848484848486,0.48717948717948717,0.48616600790513836,0.5294117647058824,Classical,Classical_orig,,,
0.7193675889328064,0.6899696048632218,0.6958333333333333,0.6857707509881423,0.7352941176470589,Classical,Classical_orig,,,
0.6640316205533596,0.6458333333333333,0.6577777777777778,0.6403162055335968,0.7058823529411765,Classical,Classical_orig,,,
0.6666666666666667,0.5790934320074006,0.5814393939393939,0.5778985507246377,0.6285714285714286,Classical,Classical_orig,,,
0.7351778656126483,0.5968379446640316,0.5968379446640316,0.5968379446640316,0.6470588235294118,Classical,Classical_orig,,,
0.6284584980237153,0.6640316205533596,0.6640316205533596,0.6640316205533596,0.7058823529411765,Classical,Classical_orig,,,
0.7905138339920948,0.7509157509157509,0.7473684210526316,0.7786561264822134,0.7647058823529411,Classical,Classical_orig,,,
0.8221343873517786,0.7312252964426877,0.7312252964426877,0.7312252964426877,0.7647058823529411,Classical,Classical_orig,,,
0.6956521739130435,0.6829710144927537,0.6829710144927537,0.6829710144927537,0.7142857142857143,Classical,Classical_orig,,,
0.7114624505928854,0.6458333333333333,0.6577777777777778,0.6403162055335968,0.7058823529411765,Classical,Classical_orig,,,
0.7193675889328064,0.652093023255814,0.65,0.6660079051383399,0.6764705882352942,Classical,Classical_orig,,,
0.6521739130434783,0.4901960784313726,0.5059523809523809,0.5039525691699605,0.6176470588235294,Classical,Classical_orig,,,
0.6798418972332015,0.5492424242424242,0.5494505494505495,0.5533596837944664,0.5882352941176471,Classical,Classical_orig,,,
0.6884057971014492,0.6829710144927537,0.6829710144927537,0.6829710144927537,0.7142857142857143,Classical,Classical_orig,,,
0.766798418972332,0.7153488372093023,0.7107142857142856,0.733201581027668,0.7352941176470589,Classical,Classical_orig,,,
0.7944664031620554,0.7166666666666667,0.7333333333333334,0.7075098814229248,0.7647058823529411,Classical,Classical_orig,,,
0.6284584980237155,0.6210739614994933,0.625,0.6185770750988142,0.6764705882352942,Classical,Classical_orig,,,
0.6442687747035574,0.6222222222222222,0.656084656084656,0.616600790513834,0.7058823529411765,Classical,Classical_orig,,,
0.5289855072463768,0.44958371877890846,0.44886363636363635,0.45108695652173914,0.5142857142857142,QC,Q_1body,,,
0.6561264822134387,0.6386473429951691,0.6363636363636364,0.642292490118577,0.6764705882352942,QC,Q_1body,,,
0.841897233201581,0.744360902255639,0.7788461538461539,0.7292490118577075,0.7941176470588235,QC,Q_1body,,,
0.5533596837944664,0.5255813953488373,0.5285714285714286,0.5316205533596838,0.5588235294117647,QC,Q_1body,,,
0.608695652173913,0.5255813953488373,0.5285714285714286,0.5316205533596838,0.5588235294117647,QC,Q_1body,,,
0.7318840579710144,0.6022727272727273,0.61,0.5996376811594203,0.6571428571428571,QC,Q_1body,,,
0.7628458498023715,0.575,0.5822222222222222,0.5731225296442688,0.6470588235294118,QC,Q_1body,,,
0.5533596837944664,0.5296442687747036,0.5296442687747036,0.5296442687747036,0.5882352941176471,QC,Q_1body,,,
0.7351778656126482,0.652093023255814,0.65,0.6660079051383399,0.6764705882352942,QC,Q_1body,,,
0.7826086956521738,0.6222222222222222,0.656084656084656,0.616600790513834,0.7058823529411765,QC,Q_1body,,,
0.6413043478260869,0.5800000000000001,0.6018518518518519,0.5797101449275363,0.6571428571428571,QC,Q_1body,,,
0.8379446640316206,0.6713211600429645,0.6971153846153846,0.6620553359683794,0.7352941176470589,QC,Q_1body,,,
0.6719367588932806,0.6458333333333333,0.6577777777777778,0.6403162055335968,0.7058823529411765,QC,Q_1body,,,
0.8221343873517787,0.7588652482269503,0.7666666666666666,0.7529644268774703,0.7941176470588235,QC,Q_1body,,,
0.8774703557312253,0.7509157509157509,0.7473684210526316,0.7786561264822134,0.7647058823529411,QC,Q_1body,,,
0.7246376811594203,0.6829710144927537,0.6829710144927537,0.6829710144927537,0.7142857142857143,QC,Q_1body,,,
0.7470355731225297,0.59828141783029,0.6153846153846154,0.5948616600790514,0.6764705882352942,QC,Q_1body,,,
0.7075098814229249,0.678030303030303,0.673992673992674,0.6877470355731226,0.7058823529411765,QC,Q_1body,,,
0.4861660079051384,0.5466666666666666,0.5661375661375662,0.5494071146245059,0.6470588235294118,QC,Q_1body,,,
0.699604743083004,0.6210739614994933,0.625,0.6185770750988142,0.6764705882352942,QC,Q_1body,,,
0.6956521739130435,0.6195652173913043,0.6195652173913043,0.6195652173913043,0.6571428571428571,QC,Q_1body,,,
0.7905138339920948,0.6640316205533596,0.6640316205533596,0.6640316205533596,0.7058823529411765,QC,Q_1body,,,
0.7154150197628458,0.575,0.5822222222222222,0.5731225296442688,0.6470588235294118,QC,Q_1body,,,
0.7035573122529644,0.6386473429951691,0.6363636363636364,0.642292490118577,0.6764705882352942,QC,Q_1body,,,
0.7233201581027668,0.6458333333333333,0.6577777777777778,0.6403162055335968,0.7058823529411765,QC,Q_1body,,,
0.6123188405797102,0.6577777777777778,0.6555944055944056,0.661231884057971,0.6857142857142857,QC,Q_2body,,,
0.5928853754940712,0.5296442687747036,0.5296442687747036,0.5296442687747036,0.5882352941176471,QC,Q_2body,,,
0.6679841897233202,0.6136363636363636,0.6117216117216118,0.6205533596837944,0.6470588235294118,QC,Q_2body,,,
0.541501976284585,0.5096153846153846,0.5448275862068965,0.525691699604743,0.6470588235294118,QC,Q_2body,,,
0.5098814229249011,0.5686274509803921,0.6071428571428572,0.5711462450592886,0.6764705882352942,QC,Q_2body,,,
0.5833333333333333,0.5578231292517006,0.5683760683760684,0.5579710144927537,0.6285714285714286,QC,Q_2body,,,
